GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,18.07052,18.1 [17.0-19.1],17.04729,19.0903
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2010,2010,2010,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0,0.0,0.0
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.07508,3.1 [2.8-3.4],2.77808,3.37618
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,2.29949,2.3 [2.1-2.5],2.12722,2.47737
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,21.73613,21.7 [20.9-22.6],20.85118,22.62396
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,5305719.0,5305719 [4041595-6801217],4041595.0,6801217.0
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4719047.0,4719047 [3547420-6138941],3547420.0,6138941.0
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,29.25522,29.3 [27.7-30.8],27.73206,30.78493
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,1983,1983,1983,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.2,3.2 [3.0-3.4],3.0,3.4
NCD_CCS_BP_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood pressure/hypertension",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/has-conducted-a-recent--national-adult-risk-factor-survey-covering-raised-blood-pressure-hypertension,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,6.53118,6.5 [6.0-7.1],5.99419,7.10411
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,2.73753,2.7 [2.5-3.0],2.46268,3.04157
NCD_CCS_CVDPlan,Existence of operational policy/strategy/action plan for cardiovascular diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-operational-policy-strategy-action-plan-for-cardiovascular-diseases-,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_CCS_PA_GUIDELINES_ADULTS,Existence of national guidelines for physical activity for adults,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-national-guidelines-for-physical-activity-for-adults,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,,Yes,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2013,2013,2013,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,2.83181,2.8,,
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,246497.5,246498 [194754-304862],194754.4,304861.8
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1996,1996,1996,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,37.26636,37.3 [35.3-39.2],35.2575,39.21078
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.22129,3.2 [2.5-4.0],2.52428,4.00326
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-%28recorded-unrecorded%29-alcohol-per-capita-%2815-%29-consumption,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3.79451,3.8 [1.2 - 6.7],1.19153,6.67992
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,113207.2,113207 [88096-141150],88095.81,141149.6
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.0187,3.0 [2.4-3.7],2.44856,3.65577
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,28.27696,28.3 [26.9-29.7],26.89152,29.68934
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,1981,1981,1981,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,4.2,4.2 [3.6-4.8],3.6,4.8
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2009,2009,2009,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,2.21331,2.2,,
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,2038517.0,2038517 [1488480-2716965],1488480.0,2716965.0
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1.0,1.0 [0.9-1.0],0.9,1.0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.29183,0.3 [0.2-0.4],0.21414,0.38447
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1988,1988,1988,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1.1,1.1 [0.9-1.2],0.9,1.2
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,3.4,3.4 [3.3-3.5],3.3,3.5
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,1992,1992,1992,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,4.4,4.4 [4.1-4.6],4.1,4.6
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,27.84979,27.8 [26.5-29.2],26.5287,29.16374
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,6.48008,6.5 [6.1-6.9],6.07693,6.89924
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,1991,1991,1991,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1.0,1.0 [0.9-1.2],0.9,1.2
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,10.33388,10.3 [9.5-11.2],9.52484,11.1557
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,25.2,25.2 [20.0-30.3],20.0,30.3
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2001,2001,2001,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.06021,0.1,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,4.2,4.2 [4.0-4.4],4.0,4.4
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%287-0-mmol-l%29%28age-standardized-estimate%29,1981,1981,1981,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3.8,3.8 [1.5-7.8],1.5,7.8
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,18.91335,18.9 [18.0-19.8],18.02794,19.80317
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%287-0-mmol-l%29%28age-standardized-estimate%29,1999,1999,1999,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,7.1,7.1 [4.9-9.8],4.9,9.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,12.37906,12.4 [10.3-14.7],10.30318,14.70559
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,2.20359,2.2 [1.8-2.6],1.83741,2.60669
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,528923.7,528924 [420045-658742],420044.9,658741.7
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,12.8682,12.9 [11.0-14.8],10.9778,14.8121
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,33.77959,33.8 [31.5-36.1],31.54218,36.05999
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,7.36897,7.4 [6.7-8.1],6.67465,8.0796
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.88666,0.9 [0.7-1.1],0.71671,1.07652
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1964,1964,1964,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.67,0.67,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,8.41267,8.4 [7.7-9.2],7.66846,9.24059
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28age-standardized-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,25.93148,25.9 [18.9-33.9],18.89688,33.8563
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,1996,1996,1996,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3.4,3.4 [3.2-3.5],3.2,3.5
NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-tax-incentives-to-promote-physical-activity,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,,No,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,1993,1993,1993,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.91533,0.9 [0.8-1.0],0.80218,1.03556
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,31.89046,31.9 [30.6-33.2],30.58976,33.17475
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,3.4,3.4 [3.3-3.5],3.3,3.5
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-%28recorded-unrecorded%29-alcohol-per-capita-%2815-%29-consumption,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,6.76769,6.8 [3.1 - 10.4],3.06886,10.43684
NCD_CCS_thrombolytic,General availability of thrombolytic therapy in the public health system,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/general-availability-of-thrombolytic-therapy-in-the-public-health-system,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,,Yes,,
SA_0000001821,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-unrecorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29-with-95-ci,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,1.14493,1.1 [0.0 - 2.6],0.0,2.61143
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/probability-of-dying-between-exact-ages-30-and-70-from-any-of-cardiovascular-disease-cancer-diabetes-or-chronic-respiratory-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,19.14141,19.1 [15.2-23.4],15.23769,23.39175
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-fasting-blood-glucose-age-standardized-estimate,1985,1985,1985,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,5.15535,5.16 [4.62-5.71],4.61649,5.70874
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,34.86439,34.9 [33.5-36.3],33.45972,36.25271
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4885775.0,4885775 [3680343-6333201],3680343.0,6333201.0
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.3,4.3 [4.2-4.4],4.2,4.4
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.2,4.2 [4.0-4.4],4.0,4.4
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,1980,1980,1980,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,4.4,4.4 [3.7-5.0],3.7,5.0
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.57857,1.6 [1.3-1.8],1.34851,1.83164
NCD_CCS_betablockers,General availability of beta blockers in the public health sector,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/general-availability-of-beta-blockers-in-the-public-health-sector,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1996,1996,1996,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1.13143,1.1 [0.9-1.4],0.86999,1.44507
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,1993,1993,1993,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3.4,3.4 [3.2-3.5],3.2,3.5
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.1,1.1 [1.0-1.1],1.0,1.1
NCD_CCS_cervicalcancermethod,Most widely used screening method in national cervical cancer screening program,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/most-widely-used-screening-method-in-national-cervical-cancer-screening-program,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,,Visual inspection,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1980,1980,1980,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0,,
NCD_CCS_sulphonylurea,General availability of sulphonylurea(s) in the public health sector,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/general-availability-of-sulphonylurea%28s%29-in-the-public-health-sector,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,39.82987,39.8 [25.9-54.7],25.90331,54.70969
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.4,4.4 [4.3-4.4],4.3,4.4
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,44.5967,44.6 [35.5-54.3],35.50544,54.32374
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,32.4623,32.5 [30.3-34.5],30.34279,34.48931
